Code,MthEnd,MthFwdReturn,MthEndMCap
FCX,31-03-2012,1.5629,36075.6
HNZ,31-03-2012,-0.4482,17130.2
HPQ,31-03-2012,3.9026,47120.1
HSH,31-03-2012,2.3688,12737
NOV,31-03-2012,-4.6684,33713.1
NSC,31-03-2012,10.7854,22853.7
NYX,31-03-2012,-14.1953,7751.6
RF,31-03-2012,2.2762,9308.4
WMB,31-03-2012,10.4512,19141.4
WY,31-03-2012,-7.1168,11766.3
XRX,31-03-2012,-3.6533,10755
AAPL,30-04-2012,-1.0702,546057.5
ABBV,30-04-2012,NA,NA
ABT,30-04-2012,-0.4351,97580.5
ACN,30-04-2012,-12.0862,45754.7
AGN,30-04-2012,-5.4007,9583.2
AIG,30-04-2012,-14.2521,61030.8
ALL,30-04-2012,2.4953,16608.1
AMGN,30-04-2012,-1.7346,55536.9
AMZN,30-04-2012,-8.1889,104476.9
AXP,30-04-2012,-7.2745,70204.9
BA,30-04-2012,-8.8234,57527
BAC,30-04-2012,-9.2453,87390.1
BIIB,30-04-2012,-2.4327,32102.7
BK,30-04-2012,-13.9112,28207.7
BLK,30-04-2012,-10.8466,34371.4
BMY,30-04-2012,-0.0899,56364.7
BRK/B,30-04-2012,-1.3549,199359.5
C,30-04-2012,-19.7514,96894.5
CAT,30-04-2012,-14.7417,67057.4
CELG,30-04-2012,-6.4107,32000.2
CHTR,30-04-2012,3.6878,6078.3
CL,30-04-2012,-0.6469,47218.8
CMCSA,30-04-2012,-4.729,81708.6
COF,30-04-2012,-7.316,32189.5
COP,30-04-2012,-3.246,90580.2
COST,30-04-2012,-1.7065,38267.7
CSCO,30-04-2012,-18.9779,108553.6
CVS,30-04-2012,0.7172,58112.1
CVX,30-04-2012,-6.9126,210208.2
DHR,30-04-2012,-4.1498,37561.1
DIS,30-04-2012,6.0311,77268.7
DUK,30-04-2012,3.7653,28626.9
DWDP,30-04-2012,-8.3235,40160.4
EMR,30-04-2012,-10.2428,38587.3
EXC,30-04-2012,-4.2796,33212.7
F,30-04-2012,-6.383,43043.3
FB,30-04-2012,NA,NA
FDX,30-04-2012,1.0199,27828.1
FOX,30-04-2012,-2.2177,48691.7
FOXA,30-04-2012,-2.0658,48691.7
GD,30-04-2012,-5.1704,24326.9
GE,30-04-2012,-2.5026,207181
GILD,30-04-2012,-3.9792,39434.8
GM,30-04-2012,-3.4783,36012.5
GOOG,30-04-2012,NA,198298.3
GOOGL,30-04-2012,-3.9663,198298.3
GS,30-04-2012,-16.5004,60538.5
HAL,30-04-2012,-12.1566,31585.3
HD,30-04-2012,-4.1756,78889.8
HON,30-04-2012,-7.6445,47265.1
IBM,30-04-2012,-6.4546,238863.5
INTC,30-04-2012,-8.3289,142196.7
JNJ,30-04-2012,-3.1743,178704.6
JPM,30-04-2012,-22.8711,164270.5
KHC,30-04-2012,NA,NA
KMI,30-04-2012,-4.7632,28840.1
KO,30-04-2012,-2.0833,172325.5
LLY,30-04-2012,0.1119,48029.6
LMT,30-04-2012,-7.4442,29392.6
LOW,30-04-2012,-15.0937,37729.7
MA,30-04-2012,-10.1179,57217.3
MCD,30-04-2012,-7.6039,99258.3
MDLZ,30-04-2012,-4.013,70652.1
MDT,30-04-2012,-3.5602,39750.6
MET,30-04-2012,-18.9287,38224.2
MMM,30-04-2012,-4.8864,62004.4
MO,30-04-2012,-0.0621,65542.3
MON,30-04-2012,1.3389,40637.1
MRK,30-04-2012,-4.2304,119397.4
MS,30-04-2012,-22.6852,34185.7
MSFT,30-04-2012,-8.2204,268953.7
NEE,30-04-2012,2.4709,26838.8
NKE,30-04-2012,-2.9767,51277.6
ORCL,30-04-2012,-9.966,146268.1
OXY,30-04-2012,-13.1002,73984.5
PCLN,30-04-2012,-17.7874,37882.7
PEP,30-04-2012,3.613,103221.7
PFE,30-04-2012,-3.5619,172607.2
PG,30-04-2012,-2.1213,175290
PM,30-04-2012,-5.586,154124.9
PYPL,30-04-2012,NA,NA
QCOM,30-04-2012,-9.8239,109422.2
RTN,30-04-2012,-7.0558,18046.9
SBUX,30-04-2012,-4.0296,43222.6
SLB,30-04-2012,-14.3229,98869.7
SO,30-04-2012,1.0183,39810.4
SPG,30-04-2012,-4.5742,47751.5
T,30-04-2012,3.8286,193346.3
TGT,30-04-2012,0.4942,38732.1
TWX,30-04-2012,-7.3406,36337.2
TXN,30-04-2012,-10.8328,36570.4
UNH,30-04-2012,-0.6768,58674.7
UNP,30-04-2012,-0.397,53546
UPS,30-04-2012,-3.3817,74914.4
USB,30-04-2012,-3.295,61155.2
UTX,30-04-2012,-8.6401,74403.3
V,30-04-2012,-6.1509,82802.8
VZ,30-04-2012,3.1204,114719.6
WBA,30-04-2012,-12.3347,30248
WFC,30-04-2012,-3.4564,177149.6
WMT,30-04-2012,12.4821,200333.8
XOM,30-04-2012,-8.3032,406010.6
0848680D,30-04-2012,3.629,7433.5
AA,30-04-2012,-11.8378,10379
AEP,30-04-2012,0.3728,18811.1
AVP,30-04-2012,-22.4377,9308.6
BAX,30-04-2012,-8.6446,30826.1
BHI,30-04-2012,-5.0644,19301.3
CPB,30-04-2012,-6.2962,10706.2
DD,30-04-2012,-8.9742,50094.1
DELL,30-04-2012,-24.6793,28844.7
DOW,30-04-2012,-8.3235,40160.4
DVN,30-04-2012,-14.7888,28226.4
EMC,30-04-2012,-15.4555,59232.8
ETR,30-04-2012,-0.2978,11624.7
FCX,30-04-2012,-16.3447,36322.1
HNZ,30-04-2012,-0.4314,17053.4
HPQ,30-04-2012,-8.4006,48959
HSH,30-04-2012,-5.1724,13038.7
NOV,30-04-2012,-11.8928,32139.2
NSC,30-04-2012,-9.5877,23757.9
NYX,30-04-2012,-5.5922,6651.2
RF,30-04-2012,-6.6766,9516.9
WMB,30-04-2012,-10.285,21141.9
WY,30-04-2012,-1.4794,10941.6
XRX,30-04-2012,-7.1979,10485.5
AAPL,31-05-2012,1.0853,540213.4
ABBV,31-05-2012,NA,NA
ABT,31-05-2012,4.3373,97219.9
ACN,31-05-2012,5.2364,40224.7
AGN,31-05-2012,3.7873,9083
AIG,31-05-2012,9.9726,50435.9
ALL,31-05-2012,3.3883,16676.8
AMGN,31-05-2012,4.8763,54066.3
AMZN,31-05-2012,7.2519,95921.4
AXP,31-05-2012,4.2629,64255.5
BA,31-05-2012,6.7375,52141.3
BAC,31-05-2012,11.2925,79208.7
BIIB,31-05-2012,10.4245,31322.8
BK,31-05-2012,7.8094,24283.7
BLK,31-05-2012,0.3231,29554.3
BMY,31-05-2012,7.8284,56314.1
BRK/B,31-05-2012,5.0025,196387.4
C,31-05-2012,3.3949,77731.5
CAT,31-05-2012,-3.0929,57172.1
CELG,31-05-2012,-5.9927,30064
CHTR,31-05-2012,13.0303,6305
CL,31-05-2012,5.9003,46913.3
CMCSA,31-05-2012,11.1467,77835.7
COF,31-05-2012,6.4045,29812.2
COP,31-05-2012,7.1319,65959.3
COST,31-05-2012,9.9664,37490.9
CSCO,31-05-2012,5.1439,87477.8
CVS,31-05-2012,3.9831,57590.7
CVX,31-05-2012,7.3136,193933.6
DHR,31-05-2012,0.2611,36002.4
DIS,31-05-2012,6.1037,81700.4
DUK,31-05-2012,4.9136,29411.6
DWDP,31-05-2012,2.4717,37128.5
EMR,31-05-2012,-0.4062,34349.6
EXC,31-05-2012,1.7307,31522.1
F,31-05-2012,-9.1856,40300.8
FB,31-05-2012,5.0507,70404.8
FDX,31-05-2012,2.9366,28111.9
FOX,31-05-2012,16.0825,46654.2
FOXA,31-05-2012,16.0938,46654.2
GD,31-05-2012,3.0464,23082.4
GE,31-05-2012,10.1174,202264.5
GILD,31-05-2012,2.6627,37828.2
GM,31-05-2012,-11.1712,34762
GOOG,31-05-2012,NA,189364.1
GOOGL,31-05-2012,-0.136,189364.1
GS,31-05-2012,0.1672,48468.8
HAL,31-05-2012,-5.2676,27745.6
HD,31-05-2012,7.3976,75522.9
HON,31-05-2012,0.3234,43369.2
IBM,31-05-2012,1.3893,222507.1
INTC,31-05-2012,3.1347,130001
JNJ,31-05-2012,8.2172,171456
JPM,31-05-2012,7.7828,126191
KHC,31-05-2012,NA,NA
KMI,31-05-2012,-5.7619,38752.7
KO,31-05-2012,5.3444,168735.4
LLY,31-05-2012,4.7863,47519
LMT,31-05-2012,5.1691,26879.9
LOW,31-05-2012,6.4371,32034.9
MA,31-05-2012,5.8055,51391.5
MCD,31-05-2012,-0.9066,90791.3
MDLZ,31-05-2012,1.6968,67852.3
MDT,31-05-2012,5.1303,38210.3
MET,31-05-2012,5.6145,31021.9
MMM,31-05-2012,6.1486,58569.7
MO,31-05-2012,8.6542,65501.6
MON,31-05-2012,7.228,41181.2
MRK,31-05-2012,12.3114,114302
MS,31-05-2012,9.2066,26423.1
MSFT,31-05-2012,4.7962,245221.3
NEE,31-05-2012,5.3107,27251.7
NKE,31-05-2012,-18.8575,49586.3
ORCL,31-05-2012,12.2025,131691.1
OXY,31-05-2012,8.8907,64292.4
PCLN,31-05-2012,6.2399,31145.1
PEP,31-05-2012,4.1415,106115
PFE,31-05-2012,5.1669,163765.5
PG,31-05-2012,-1.6696,170681.2
PM,31-05-2012,4.2007,144137.2
PYPL,31-05-2012,NA,NA
QCOM,31-05-2012,-2.8442,98245.1
RTN,31-05-2012,12.4603,16773.6
SBUX,31-05-2012,-2.8603,41634.1
SLB,31-05-2012,2.6245,84347.3
SO,31-05-2012,0.8495,39881.6
SPG,31-05-2012,5.5179,44712.9
T,31-05-2012,4.3606,200338.7
TGT,31-05-2012,0.4835,38290.4
TWX,31-05-2012,11.6913,33088.3
TXN,31-05-2012,0.7374,32591.2
UNH,31-05-2012,5.2794,57858.5
UNP,31-05-2012,7.1005,53050.7
UPS,31-05-2012,5.0974,71904.7
USB,31-05-2012,4.0165,58928.3
UTX,31-05-2012,1.9161,67540.8
V,31-05-2012,7.3177,77467.9
VZ,31-05-2012,6.7243,118299.2
WBA,31-05-2012,-3.0799,26331.1
WFC,31-05-2012,4.337,170311.1
WMT,31-05-2012,5.9253,223832.4
XOM,31-05-2012,8.8261,367686.9
0848680D,31-05-2012,26.8483,7707
AA,31-05-2012,2.3392,9120.3
AEP,31-05-2012,3.6095,18651.2
AVP,31-05-2012,-2.0544,7146.3
BAX,31-05-2012,5.6965,27871.1
BHI,31-05-2012,-1.5097,18297.7
CPB,31-05-2012,5.2997,10032.1
DD,31-05-2012,4.7866,45221.5
DELL,31-05-2012,1.4599,21565.3
DOW,31-05-2012,2.4717,37128.5
DVN,31-05-2012,-2.2247,24069.9
EMC,31-05-2012,7.4633,50078.1
ETR,31-05-2012,5.2069,11432.1
FCX,31-05-2012,6.3358,30409.7
HNZ,31-05-2012,3.4237,16979.8
HPQ,31-05-2012,-10.7849,44846.1
HSH,31-05-2012,-8.5006,12402.9
NOV,31-05-2012,-3.2856,28449.8
NSC,31-05-2012,9.5391,21344
NYX,31-05-2012,6.5335,6174.7
RF,31-05-2012,7.4866,8884.2
WMB,31-05-2012,-4.6427,19101.2
WY,31-05-2012,12.3054,10700.7
XRX,31-05-2012,9.6083,9730.7
AAPL,30-06-2012,4.5822,546076.2
ABBV,30-06-2012,NA,NA
ABT,30-06-2012,3.6588,101436.5
ACN,30-06-2012,0.3495,41628.5
AGN,30-06-2012,5.1899,9427
AIG,30-06-2012,-2.5553,55465.7
ALL,30-06-2012,-2.2514,17241.8
AMGN,30-06-2012,13.2904,56702.7
AMZN,30-06-2012,2.1677,102877.5
AXP,30-06-2012,-0.5252,66994.7
BA,30-06-2012,-0.5249,55654.4
BAC,30-06-2012,-10.269,88153.3
BIIB,30-06-2012,1.0043,34588.1
BK,30-06-2012,-2.4505,26180.1
BLK,30-06-2012,0.2591,29384.7
BMY,30-06-2012,-0.0091,60722.6
BRK/B,30-06-2012,1.8121,206350.9
C,30-06-2012,-1.0215,80370.4
CAT,30-06-2012,-0.1994,55403.8
CELG,30-06-2012,6.702,28262.3
CHTR,30-06-2012,8.5368,7126.6
CL,30-06-2012,3.747,49681.4
CMCSA,30-06-2012,1.8142,85864.9
COF,30-06-2012,3.348,31721.5
COP,30-06-2012,-1.4363,70663.4
COST,30-06-2012,1.2421,41072.8
CSCO,30-06-2012,-6.6703,91977.6
CVS,30-06-2012,-2.8208,59884.6
CVX,30-06-2012,3.8673,208117.1
DHR,30-06-2012,1.4017,36078.6
DIS,30-06-2012,1.3196,86687.2
DUK,30-06-2012,-2.0237,30856.7
DWDP,30-06-2012,-8.6349,37654.5
EMR,30-06-2012,2.5547,34171.3
EXC,30-06-2012,3.9872,32067.7
F,30-06-2012,-3.6496,36599
FB,30-06-2012,-30.1817,73960.8
FDX,30-06-2012,-1.43,28890.9
FOX,30-06-2012,2.9751,54160.8
FOXA,30-06-2012,3.275,54160.8
GD,30-06-2012,-3.0792,23785.6
GE,30-06-2012,-0.4319,220806.3
GILD,30-06-2012,5.9477,38835.5
GM,30-06-2012,-0.0507,30878.7
GOOG,30-06-2012,NA,189106.6
GOOGL,30-06-2012,9.1196,189106.6
GS,30-06-2012,5.2577,48549.9
HAL,30-06-2012,16.696,26204.2
HD,30-06-2012,-1.5286,81109.8
HON,30-06-2012,3.9577,43509.4
IBM,30-06-2012,0.2045,225598.5
INTC,30-06-2012,-3.5647,134076.2
JNJ,30-06-2012,2.4571,186265.7
JPM,30-06-2012,1.5981,136012.2
KHC,30-06-2012,NA,NA
KMI,30-06-2012,12.2284,36519
KO,30-06-2012,3.338,176547.9
LLY,30-06-2012,2.6101,49793.4
LMT,30-06-2012,2.5149,28269.4
LOW,30-06-2012,-10.2408,33466
MA,30-06-2012,1.5705,54375
MCD,30-06-2012,0.9375,89968.2
MDLZ,30-06-2012,2.8224,68472.8
MDT,30-06-2012,2.4592,39700
MET,30-06-2012,-0.2593,32763.6
MMM,30-06-2012,1.8192,62170.9
MO,30-06-2012,4.11,70303.9
MON,30-06-2012,3.802,44117.6
MRK,30-06-2012,5.7964,126985.3
MS,30-06-2012,-6.0272,28855.8
MSFT,30-06-2012,-3.6613,256982.5
NEE,30-06-2012,3.0373,28699
NKE,30-06-2012,6.3454,40235.5
ORCL,30-06-2012,1.8922,145010.4
OXY,30-06-2012,1.469,69565.2
PCLN,30-06-2012,-0.4183,33088.5
PEP,30-06-2012,2.9295,110509.8
PFE,30-06-2012,4.5217,172227.1
PG,30-06-2012,6.285,167831.5
PM,30-06-2012,4.7903,148827.5
PYPL,30-06-2012,NA,NA
QCOM,30-06-2012,7.1839,95450.8
RTN,30-06-2012,-1.0858,18863.6
SBUX,30-06-2012,-15.0788,40443.2
SLB,30-06-2012,9.7828,86561
SO,30-06-2012,3.9957,40220.4
SPG,30-06-2012,3.1029,47180.1
T,30-06-2012,7.6579,209074.6
TGT,30-06-2012,4.2275,38475.6
TWX,30-06-2012,1.6104,36956.8
TXN,30-06-2012,-4.4637,32831.5
UNH,30-06-2012,-12.6667,60690.7
UNP,30-06-2012,2.7659,56817.6
UPS,30-06-2012,-3.9995,75569.9
USB,30-06-2012,4.1667,60917.2
UTX,30-06-2012,-1.4431,68834.9
V,30-06-2012,4.4002,83136.8
VZ,30-06-2012,2.7185,126254
WBA,30-06-2012,22.9209,25520.2
WFC,30-06-2012,1.1065,177697.5
WMT,30-06-2012,6.7556,235900.5
XOM,30-06-2012,1.4959,400139.5
0848680D,30-06-2012,33.7423,9776.2
AA,30-06-2012,-3.2,9333.7
AEP,30-06-2012,5.8647,19324.4
AVP,30-06-2012,-4.4417,6999.5
BAX,30-06-2012,10.0847,29264.1
BHI,30-06-2012,12.7007,18021.5
CPB,30-06-2012,0.0578,10563.8
DD,30-06-2012,-1.7204,47386.1
DELL,30-06-2012,-5.036,21880.1
DOW,30-06-2012,-8.6349,37654.5
DVN,30-06-2012,1.9486,23451.2
EMC,30-06-2012,2.263,53815.6
ETR,30-06-2012,7.0408,12027.3
FCX,30-06-2012,-0.2197,32336.4
HNZ,30-06-2012,1.5263,17420
HPQ,30-06-2012,-9.2989,39653.6
HSH,30-06-2012,-11.6592,3443.8
NOV,30-06-2012,12.1974,27465.2
NSC,30-06-2012,3.1768,23380
NYX,30-06-2012,-0.3909,6497.3
RF,30-06-2012,3.1111,9533.9
WMB,30-06-2012,10.3053,18031.3
WY,30-06-2012,4.4275,12017.4
XRX,30-06-2012,-11.9441,10606.8
AAPL,31-07-2012,9.385,572530.1
ABBV,31-07-2012,NA,NA
ABT,31-07-2012,-1.1612,104331.6
ACN,31-07-2012,2.1559,42051.3
AGN,31-07-2012,4.5227,9934.6
AIG,31-07-2012,9.7857,54048.3
ALL,31-07-2012,9.3286,16633
AMGN,31-07-2012,2.0359,63519.4
AMZN,31-07-2012,6.4166,105466.8
AXP,31-07-2012,1.0224,65731.7
BA,31-07-2012,-2.8143,55565.4
BAC,31-07-2012,8.8556,79102.2
BIIB,31-07-2012,0.5212,34466.5
BK,31-07-2012,5.9211,25138
BLK,31-07-2012,4.4714,29460.9
BMY,31-07-2012,-7.2753,59773.2
BRK/B,31-07-2012,-0.5893,210309.8
C,31-07-2012,9.5516,79558.7
CAT,31-07-2012,1.33,54947
CELG,31-07-2012,5.2293,30156.5
CHTR,31-07-2012,1.144,7735
CL,31-07-2012,-0.978,50906.9
CMCSA,31-07-2012,3.0108,87399.6
COF,31-07-2012,0.1593,32803.7
COP,31-07-2012,4.3167,66120.1
COST,31-07-2012,2.0497,41582.9
CSCO,31-07-2012,19.6238,85442.2
CVS,31-07-2012,0.663,57988
CVX,31-07-2012,3.1728,216165.6
DHR,31-07-2012,1.4391,36721.7
DIS,31-07-2012,0.6716,87831.1
DUK,31-07-2012,-3.3311,47725.6
DWDP,31-07-2012,1.8416,34403
EMR,31-07-2012,6.9998,35044.3
EXC,31-07-2012,-5.4961,33346.3
F,31-07-2012,1.6413,35263.2
FB,31-07-2012,-16.8217,51638.1
FDX,31-07-2012,-2.9568,28589
FOX,31-07-2012,1.5524,55880.7
FOXA,31-07-2012,1.6073,55880.7
GD,31-07-2012,3.2629,22380.3
GE,31-07-2012,-0.1928,219852.7
GILD,31-07-2012,6.1844,41145.3
GM,31-07-2012,8.3206,30863
GOOG,31-07-2012,NA,207625.7
GOOGL,31-07-2012,8.2342,207625.7
GS,31-07-2012,5.2359,51102.4
HAL,31-07-2012,-0.8452,30736.4
HD,31-07-2012,9.3161,79870
HON,31-07-2012,1.3274,45231.4
IBM,31-07-2012,-0.152,223961
INTC,31-07-2012,-2.5565,129296.7
JNJ,31-07-2012,-1.7069,190842.4
JPM,31-07-2012,3.1667,136684.8
KHC,31-07-2012,NA,NA
KMI,31-07-2012,-0.1117,40568.1
KO,31-07-2012,-7.4257,181877.7
LLY,31-07-2012,3.1661,51093.5
LMT,31-07-2012,3.2176,28960.6
LOW,31-07-2012,12.2586,29853.4
MA,31-07-2012,-3.1312,55191.7
MCD,31-07-2012,0.9358,90811.6
MDLZ,31-07-2012,4.5329,70405.4
MDT,31-07-2012,3.1456,40407.3
MET,31-07-2012,10.9197,32678.7
MMM,31-07-2012,2.1479,63069.1
MO,31-07-2012,-5.588,73193.3
MON,31-07-2012,1.7402,45631.2
MRK,31-07-2012,-2.5357,134345.9
MS,31-07-2012,9.8097,27011.3
MSFT,31-07-2012,5.2751,247058.7
NEE,31-07-2012,-4.2227,29973.5
NKE,31-07-2012,4.6798,42369.2
ORCL,31-07-2012,4.8013,147451.7
OXY,31-07-2012,-2.321,70587.2
PCLN,31-07-2012,-8.6393,32950.1
PEP,31-07-2012,-0.4125,113187.9
PFE,31-07-2012,0.1633,180014.8
PG,31-07-2012,4.106,176846.4
PM,31-07-2012,-2.3403,155956.7
PYPL,31-07-2012,NA,NA
QCOM,31-07-2012,2.9826,101655.9
RTN,31-07-2012,1.8745,18420.4
SBUX,31-07-2012,9.9911,34344.9
SLB,31-07-2012,1.9546,94564
SO,31-07-2012,-4.8771,41827.4
SPG,31-07-2012,-0.457,49285.3
T,31-07-2012,-3.3755,220125.6
TGT,31-07-2012,6.2805,40102.1
TWX,31-07-2012,6.8715,37551.9
TXN,31-07-2012,6.6079,30992.5
UNH,31-07-2012,6.283,53003.2
UNP,31-07-2012,-0.4702,58069
UPS,31-07-2012,-1.652,72547.5
USB,31-07-2012,-0.2687,63382
UTX,31-07-2012,8.0034,67873.4
V,31-07-2012,-0.4659,86722.2
VZ,31-07-2012,-4.8737,128603.9
WBA,31-07-2012,-0.8896,31213.8
WFC,31-07-2012,1.3054,178371.4
WMT,31-07-2012,-1.9369,251837
XOM,31-07-2012,1.1677,406125
0848680D,31-07-2012,11.2385,13075
AA,31-07-2012,1.4222,9036.6
AEP,31-07-2012,2.9051,20482.3
AVP,31-07-2012,1.1891,6688.6
BAX,31-07-2012,0.2905,32215.3
BHI,31-07-2012,-1.2344,20360.3
CPB,31-07-2012,6.1311,10478.4
DD,31-07-2012,0.9575,46239.5
DELL,31-07-2012,-10.8586,20778.2
DOW,31-07-2012,1.8416,34403
DVN,31-07-2012,-2.182,23908.1
EMC,31-07-2012,0.3052,55033.4
ETR,31-07-2012,-5.2261,12876.4
FCX,31-07-2012,7.2468,31956.7
HNZ,31-07-2012,0.9237,17681.7
HPQ,31-07-2012,-7.4561,35966.2
HSH,31-07-2012,2.2884,3042.3
NOV,31-07-2012,8.9903,30815.3
NSC,31-07-2012,-1.4832,23660.2
NYX,31-07-2012,-1.6876,6471.9
RF,31-07-2012,0,9834.5
WMB,31-07-2012,2.4932,19889.5
WY,31-07-2012,7.3309,12548.5
XRX,31-07-2012,6.3492,9058.9
AAPL,31-08-2012,0.2803,623600
ABBV,31-08-2012,NA,NA
ABT,31-08-2012,4.6079,102854.1
ACN,31-08-2012,13.6851,42957.9
AGN,31-08-2012,4.6835,10384
AIG,31-08-2012,-4.4859,55962
ALL,31-08-2012,6.25,18078.1
AMGN,31-08-2012,0.4409,64682.9
AMZN,31-08-2012,2.4369,112234.3
AXP,31-08-2012,-2.47,66091.7
BA,31-08-2012,-2.528,53678.3
BAC,31-08-2012,10.6522,86107.8
BIIB,31-08-2012,1.7873,34646.1
BK,31-08-2012,0.3549,26626.5
BLK,31-08-2012,1.0943,30484.5
BMY,31-08-2012,2.2417,55424.5
BRK/B,31-08-2012,4.5767,209047.6
C,31-08-2012,10.1313,87124.1
CAT,31-08-2012,0.8321,55743.4
CELG,31-08-2012,6.0522,31079.8
CHTR,31-08-2012,-3.5219,7841
CL,31-08-2012,0.856,50409
CMCSA,31-08-2012,6.606,90191.8
COF,31-08-2012,0.8491,32835.5
COP,31-08-2012,0.6867,68974.3
COST,31-08-2012,2.3398,42313.6
CSCO,31-08-2012,0.0786,102209.2
CVS,31-08-2012,6.3008,57950.3
CVX,31-08-2012,3.923,220073.6
DHR,31-08-2012,2.9962,37250.2
DIS,31-08-2012,5.6802,88762.8
DUK,31-08-2012,0.0154,45613.2
DWDP,31-08-2012,-0.1249,35116.5
EMR,31-08-2012,-4.8304,36889.9
EXC,31-08-2012,-2.4404,31129.8
F,31-08-2012,5.5675,35622.6
FB,31-08-2012,19.9468,43616.7
FDX,31-08-2012,-3.2805,27743.6
FOX,31-08-2012,5.6328,55499.8
FOXA,31-08-2012,5.1358,55499.8
GD,31-08-2012,0.9312,23110.5
GE,31-08-2012,10.4883,219428.9
GILD,31-08-2012,14.9766,43646.4
GM,31-08-2012,6.5574,33433.1
GOOG,31-08-2012,NA,224722
GOOGL,31-08-2012,10.1315,224722
GS,31-08-2012,7.5293,52313
HAL,31-08-2012,2.8388,30393.1
HD,31-08-2012,6.3789,85547.3
HON,31-08-2012,2.2241,45543.1
IBM,31-08-2012,6.4665,222669.6
INTC,31-08-2012,-8.7596,124224.5
JNJ,31-08-2012,2.1949,185907.3
JPM,31-08-2012,8.993,141085.7
KHC,31-08-2012,NA,NA
KMI,31-08-2012,-0.6989,40519.4
KO,31-08-2012,2.1058,168371.9
LLY,31-08-2012,5.5667,52114.7
LMT,31-08-2012,2.4578,29567.3
LOW,31-08-2012,6.1798,32809
MA,31-08-2012,6.7581,52777.2
MCD,31-08-2012,2.5254,90244.5
MDLZ,31-08-2012,0.3422,73665.7
MDT,31-08-2012,6.0502,41678.3
MET,31-08-2012,0.9669,36254.6
MMM,31-08-2012,-0.1944,64016.2
MO,31-08-2012,-0.3793,69103.3
MON,31-08-2012,4.4886,46425.3
MRK,31-08-2012,5.7354,131114.5
MS,31-08-2012,11.6,29632.6
MSFT,31-08-2012,-3.4393,258376.3
NEE,31-08-2012,4.4867,28455.8
NKE,31-08-2012,-2.5164,44189.2
ORCL,31-08-2012,-0.6003,154531.3
OXY,31-08-2012,1.8836,68853.6
PCLN,31-08-2012,2.3984,30122.9
PEP,31-08-2012,-1.5578,112721
PFE,31-08-2012,4.1492,178221.9
PG,31-08-2012,3.2296,185266.6
PM,31-08-2012,1.6671,150535
PYPL,31-08-2012,NA,NA
QCOM,31-08-2012,2.0621,104687.8
RTN,31-08-2012,1.1323,18765.7
SBUX,31-08-2012,2.2173,37703.6
SLB,31-08-2012,-0.0691,96050.3
SO,31-08-2012,1.6766,39654.5
SPG,31-08-2012,-4.3415,48735.6
T,31-08-2012,2.893,211376.2
TGT,31-08-2012,-0.9674,41971.6
TWX,31-08-2012,9.1095,39427.8
TXN,31-08-2012,-5.1136,33040.5
UNH,31-08-2012,2.4547,56075.9
UNP,31-08-2012,-2.2563,57514.9
UPS,31-08-2012,-3.0348,70742.5
USB,31-08-2012,3.2535,63321.9
UTX,31-08-2012,-1.9537,72806.2
V,31-08-2012,4.7018,85882.9
VZ,31-08-2012,6.1248,122336.1
WBA,31-08-2012,1.9016,33680.8
WFC,31-08-2012,1.4693,179752.8
WMT,31-08-2012,1.6529,245645.1
XOM,31-08-2012,4.7537,402971.5
0848680D,31-08-2012,13.8144,14551.8
AA,31-08-2012,3.4463,9132.6
AEP,31-08-2012,2.2098,20846
AVP,31-08-2012,3.2362,6675.5
BAX,31-08-2012,3.5054,32111.5
BHI,31-08-2012,-0.8114,20043.8
CPB,31-08-2012,-0.9106,11120.8
DD,31-08-2012,1.0452,46286.1
DELL,31-08-2012,-6.199,18369.5
DOW,31-08-2012,-0.1249,35116.5
DVN,31-08-2012,4.9576,23392.2
EMC,31-08-2012,3.7277,55175.3
ETR,31-08-2012,1.792,12071.9
FCX,31-08-2012,9.6095,34277.3
HNZ,31-08-2012,1.3251,17843.4
HPQ,31-08-2012,1.8317,33284.5
HSH,31-08-2012,2.7234,3097
NOV,31-08-2012,1.8084,33602.1
NSC,31-08-2012,-12.186,23152.2
NYX,31-08-2012,-0.449,6162.3
RF,31-08-2012,3.5182,9836.9
WMB,31-08-2012,8.3669,20216.1
WY,31-08-2012,4.9378,13395.8
XRX,31-08-2012,0.1768,9634.1
AAPL,30-09-2012,-10.7607,625348.2
ABBV,30-09-2012,NA,NA
ABT,30-09-2012,-3.7614,107593.5
ACN,30-09-2012,-2.6202,48836.7
AGN,30-09-2012,0.9277,10870.3
AIG,30-09-2012,6.5264,48407.4
ALL,30-09-2012,0.9341,19207.9
AMGN,30-09-2012,2.61,64968.1
AMZN,30-09-2012,-8.4252,114969.2
AXP,30-09-2012,-1.2223,64459.3
BA,30-09-2012,1.2142,52321.4
BAC,30-09-2012,5.5493,95160.5
BIIB,30-09-2012,-7.3707,35265.3
BK,30-09-2012,9.8132,26721
BLK,30-09-2012,6.3825,30818.1
BMY,30-09-2012,-0.4834,56667
BRK/B,30-09-2012,-2.0975,218937.8
C,30-09-2012,14.2726,95950.8
CAT,30-09-2012,-0.8378,56207.2
CELG,30-09-2012,-3.9921,32960.8
CHTR,30-09-2012,3.1308,7564.9
CL,30-09-2012,-1.5445,50840.5
CMCSA,30-09-2012,5.4619,96015.3
COF,30-09-2012,5.5429,33122.8
COP,30-09-2012,2.3509,69447.9
COST,30-09-2012,-1.7272,43303.7
