Code,MthEnd,MthFwdReturn,MthEndMCap
AEP,30-04-2014,0.0717,26263.7
AVP,30-04-2014,-6.0646,6628.8
BAX,30-04-2014,2.2256,39495.8
BHI,30-04-2014,1.1059,30474.8
CPB,30-04-2014,0.9013,14272.3
DD,30-04-2014,3.6405,61823.2
DELL,30-04-2014,NA,NA
DOW,30-04-2014,4.4489,60082.5
DVN,30-04-2014,5.5714,28542.7
EMC,30-04-2014,2.9457,52812.6
ETR,30-04-2014,5.2038,13018.9
FCX,30-04-2014,-0.931,35690.4
HNZ,30-04-2014,NA,NA
HPQ,30-04-2014,1.3309,62652.7
HSH,30-04-2014,49.9487,4364.4
NOV,30-04-2014,4.2532,33677.8
NSC,30-04-2014,6.5799,29270.8
NYX,30-04-2014,NA,NA
RF,30-04-2014,0.4931,14393.2
WMB,30-04-2014,11.3588,28904.1
WY,30-04-2014,6.0209,17462.5
XRX,30-04-2014,2.1505,14112.9
AAPL,31-05-2014,2.7662,545254.2
ABBV,31-05-2014,3.8837,86388.3
ABT,31-05-2014,2.2244,60092.6
ACN,31-05-2014,-0.7489,54829.3
AGN,31-05-2014,5.4411,36902.4
AIG,31-05-2014,1.1714,78220.3
ALL,31-05-2014,0.7896,25284.3
AMGN,31-05-2014,2.0519,87806.9
AMZN,31-05-2014,3.913,143825.3
AXP,31-05-2014,3.6831,96862.4
BA,31-05-2014,-5.9298,98627.6
BAC,31-05-2014,1.5849,159207.1
BIIB,31-05-2014,-1.2713,75754.5
BK,31-05-2014,8.4491,39411.3
BLK,31-05-2014,5.474,51513.8
BMY,31-05-2014,-2.4729,82427.9
BRK/B,31-05-2014,-1.3869,316118.9
C,31-05-2014,-0.988,144508.1
CAT,31-05-2014,6.2995,63815.4
CELG,31-05-2014,12.2394,61275.8
CHTR,31-05-2014,10.6469,15490.9
CL,31-05-2014,-0.3216,62612.4
CMCSA,31-05-2014,3.2663,135548.2
COF,31-05-2014,4.7028,45092
COP,31-05-2014,7.2429,98142.8
COST,31-05-2014,-0.7413,51034.6
CSCO,31-05-2014,0.9342,126120.6
CVS,31-05-2014,-3.7666,91574.1
CVX,31-05-2014,6.3197,233750.8
DHR,31-05-2014,0.5088,54864.3
DIS,31-05-2014,2.0593,145492.2
DUK,31-05-2014,4.3754,50270.4
DWDP,31-05-2014,-0.5654,62755.5
EMR,31-05-2014,-0.5545,46827.4
EXC,31-05-2014,-0.9503,31626.7
F,31-05-2014,4.8662,65008
FB,31-05-2014,6.3033,162449.8
FDX,31-05-2014,5.158,42601.6
FOX,31-05-2014,-0.6674,78076.8
FOXA,31-05-2014,-0.7343,78076.8
GD,31-05-2014,-1.3292,40498.7
GE,31-05-2014,-1.1023,268643.8
GILD,31-05-2014,2.0933,124712.7
GM,31-05-2014,5.8356,55456.6
GOOG,31-05-2014,2.7488,381281.6
GOOGL,31-05-2014,2.2776,381281.6
GS,31-05-2014,4.7744,73804.1
HAL,31-05-2014,10.1081,54589.8
HD,31-05-2014,1.4978,109723.9
HON,31-05-2014,-0.2147,72947.7
IBM,31-05-2014,-1.6761,186606.1
INTC,31-05-2014,13.104,135999
JNJ,31-05-2014,3.1145,287040.5
JPM,31-05-2014,3.689,210316.5
KHC,31-05-2014,NA,NA
KMI,31-05-2014,8.5954,34321.8
KO,31-05-2014,4.3257,179806.9
LLY,31-05-2014,3.859,67010.3
LMT,31-05-2014,-1.7843,51938.8
LOW,31-05-2014,1.9329,47964
MA,31-05-2014,-3.898,89324
MCD,31-05-2014,-0.6803,100255.2
MDLZ,31-05-2014,0.3454,63633
MDT,31-05-2014,4.4732,61079.7
MET,31-05-2014,9.0909,57325.7
MMM,31-05-2014,0.484,93267.4
MO,31-05-2014,2.0878,82557.3
MON,31-05-2014,2.3718,63870.2
MRK,31-05-2014,0.7373,169088.7
MS,31-05-2014,4.7634,60834.2
MSFT,31-05-2014,1.8564,338181.3
NEE,31-05-2014,5.2588,42460.5
NKE,31-05-2014,0.8321,67537.7
ORCL,31-05-2014,-3.5459,187362.4
OXY,31-05-2014,3.6876,78317.9
PCLN,31-05-2014,-5.9149,67041.6
PEP,31-05-2014,1.9012,133912.9
PFE,31-05-2014,0.1687,188731.9
PG,31-05-2014,-2.7231,218614.5
PM,31-05-2014,-3.7759,139262.6
PYPL,31-05-2014,NA,NA
QCOM,31-05-2014,-1.04,135789.4
RTN,31-05-2014,-4.8324,30525.5
SBUX,31-05-2014,5.6526,55135.1
SLB,31-05-2014,13.8063,135308.7
SO,31-05-2014,3.6546,39029
SPG,31-05-2014,-0.1081,51712.2
T,31-05-2014,-0.3101,184089.3
TGT,31-05-2014,2.0965,35969.1
TWX,31-05-2014,4.9344,61596.9
TXN,31-05-2014,1.7241,50707.9
UNH,31-05-2014,3.1469,78026.3
UNP,31-05-2014,0.5679,90251.7
UPS,31-05-2014,-1.1744,95091.6
USB,31-05-2014,3.2626,76581.2
UTX,31-05-2014,-0.6625,106542.5
V,31-05-2014,-1.9178,134994.4
VZ,31-05-2014,-2.0616,206891.8
WBA,31-05-2014,3.0872,68626
WFC,31-05-2014,3.5053,267461.8
WMT,31-05-2014,-2.2144,247787.4
XOM,31-05-2014,0.1492,431713.5
0848680D,31-05-2014,NA,NA
AA,31-05-2014,9.4048,15954.8
AEP,31-05-2014,4.5361,26039.2
AVP,31-05-2014,2.2393,6208.2
BAX,31-05-2014,-2.1435,40374.9
BHI,31-05-2014,5.5729,30745.1
CPB,31-05-2014,-0.1961,14401
DD,31-05-2014,-5.5836,63650.7
DELL,31-05-2014,NA,NA
DOW,31-05-2014,-0.5654,62755.5
DVN,31-05-2014,7.7799,30143.8
EMC,31-05-2014,-0.3968,54376.3
ETR,31-05-2014,8.8438,13529
FCX,31-05-2014,7.1953,35368.2
HNZ,31-05-2014,NA,NA
HPQ,31-05-2014,1.0141,63486.5
HSH,31-05-2014,16.9294,6534.7
NOV,31-05-2014,12.284,35126.1
NSC,31-05-2014,2.263,31196.8
NYX,31-05-2014,NA,NA
RF,31-05-2014,4.7055,14052.1
WMB,31-05-2014,25.0827,32191.9
WY,31-05-2014,5.3151,18380.9
XRX,31-05-2014,1.2389,14416.4
AAPL,30-06-2014,2.8731,560337
ABBV,30-06-2014,-6.5557,89831.2
ABT,30-06-2014,3.5315,61429.3
ACN,30-06-2014,-1.9297,54232
AGN,30-06-2014,-3.9408,38915.5
AIG,30-06-2014,-4.7636,78958.1
ALL,30-06-2014,-0.4598,25484
AMGN,30-06-2014,7.6202,89608.7
AMZN,30-06-2014,-3.6302,149453.2
AXP,30-06-2014,-6.9869,100429.9
BA,30-06-2014,-5.3054,92779.2
BAC,30-06-2014,-0.7807,161625.7
BIIB,30-06-2014,6.0512,74791.5
BK,30-06-2014,4.6113,42741.2
BLK,30-06-2014,-4.6527,53997.4
BMY,30-06-2014,5.1303,80389.6
BRK/B,30-06-2014,-0.8929,312217.1
C,30-06-2014,3.8641,143080.4
CAT,30-06-2014,-6.6931,67835.5
CELG,30-06-2014,1.4788,68775.6
CHTR,30-06-2014,-2.4372,17140.2
CL,30-06-2014,-6.5288,62411
CMCSA,30-06-2014,0.0931,139400.4
COF,30-06-2014,-3.7046,47212.5
COP,30-06-2014,-2.9381,105251.2
COST,30-06-2014,2.374,50474.1
CSCO,30-06-2014,2.2999,127298.8
CVS,30-06-2014,1.6796,88124.9
CVX,30-06-2014,-1.0034,248523.3
DHR,30-06-2014,-6.1603,55074.2
DIS,30-06-2014,0.1633,148488.3
DUK,30-06-2014,-2.7767,52469.9
DWDP,30-06-2014,-0.7579,61960.8
EMR,30-06-2014,-4.0838,46567.7
EXC,30-06-2014,-14.8026,33429.4
F,30-06-2014,-0.5693,68171.4
FB,30-06-2014,7.9655,172689.5
FDX,30-06-2014,-2.9727,43501
FOX,30-06-2014,-7.508,77521.9
FOXA,30-06-2014,-9.9004,77521.9
GD,30-06-2014,0.7222,39960.4
GE,30-06-2014,-4.2998,263529.7
GILD,30-06-2014,10.4209,127323.4
GM,30-06-2014,-6.832,58215
GOOG,30-06-2014,-0.6397,390928.6
GOOGL,30-06-2014,-0.8757,390928.6
GS,30-06-2014,3.243,77327.8
HAL,30-06-2014,-2.8447,59969.4
HD,30-06-2014,-0.1359,110722.3
HON,30-06-2014,-1.2049,72791
IBM,30-06-2014,5.7373,183478.5
INTC,30-06-2014,9.6764,153820.2
JNJ,30-06-2014,-4.33,295980.4
JPM,30-06-2014,0.7822,218075.2
KHC,30-06-2014,NA,NA
KMI,30-06-2014,0.3757,37271.9
KO,30-06-2014,-7.2474,186179.9
LLY,30-06-2014,-1.7854,69596.3
LMT,30-06-2014,3.8823,51012
LOW,30-06-2014,0.1903,47861.2
MA,30-06-2014,1.0713,85842.2
MCD,30-06-2014,-6.1346,99573.2
MDLZ,30-06-2014,-4.2279,63616
MDT,30-06-2014,-2.706,63489.9
MET,30-06-2014,-5.3276,62537.1
MMM,30-06-2014,-1.6406,93718.8
MO,30-06-2014,-3.195,83312.2
MON,30-06-2014,-9.0258,65437.8
MRK,30-06-2014,-1.9188,169059.5
MS,30-06-2014,0.3373,63732
MSFT,30-06-2014,3.5012,344459.2
NEE,30-06-2014,-8.3821,44693.4
NKE,30-06-2014,-0.5416,68099.7
ORCL,30-06-2014,-0.053,180556.7
OXY,30-06-2014,-4.7939,80627.6
PCLN,30-06-2014,3.2793,63076.2
PEP,30-06-2014,-1.388,135444.1
PFE,30-06-2014,-2.4426,189050.4
PG,30-06-2014,-0.8337,212661.4
PM,30-06-2014,-2.728,132609.3
PYPL,30-06-2014,NA,NA
QCOM,30-06-2014,-6.9192,133679.6
RTN,30-06-2014,-1.6043,28861.1
SBUX,30-06-2014,0.3877,58251.7
SLB,30-06-2014,-8.1051,153399.3
SO,30-06-2014,-3.4487,40455.4
SPG,30-06-2014,1.1487,51656.3
T,30-06-2014,1.9525,183518.4
TGT,30-06-2014,2.83,36723.2
TWX,30-06-2014,18.1779,61967.4
TXN,30-06-2014,-2.6017,51582.2
UNH,30-06-2014,-0.8563,80103.6
UNP,30-06-2014,-1.4436,90355.9
UPS,30-06-2014,-5.4257,93974.8
USB,30-06-2014,-2.9778,78632.3
UTX,30-06-2014,-8.9216,105836.6
V,30-06-2014,0.1424,132405.4
VZ,30-06-2014,4.1652,202626.4
WBA,30-06-2014,-7.2305,70744.6
WFC,30-06-2014,-3.1583,276837.2
WMT,30-06-2014,-1.9848,241996
XOM,30-06-2014,-1.7282,432357.6
0848680D,30-06-2014,NA,NA
AA,30-06-2014,10.0739,17455.3
AEP,30-06-2014,-6.7778,27220.4
AVP,30-06-2014,-9.6509,6347.3
BAX,30-06-2014,3.3057,39230
BHI,30-06-2014,-7.4009,32458.5
CPB,30-06-2014,-8.5944,14380.4
DD,30-06-2014,-1.7268,60096.7
DELL,30-06-2014,NA,NA
DOW,30-06-2014,-0.7579,61960.8
DVN,30-06-2014,-4.9118,32387.3
EMC,30-06-2014,11.2377,53925.9
ETR,30-06-2014,-11.2803,14725.4
FCX,30-06-2014,2.7958,37913.1
HNZ,30-06-2014,NA,NA
HPQ,30-06-2014,5.7304,63027.1
HSH,30-06-2014,0.7544,7641
NOV,30-06-2014,-1.5908,35332.1
NSC,30-06-2014,-0.7871,31902.8
NYX,30-06-2014,NA,NA
RF,30-06-2014,-4.5198,14645.1
WMB,30-06-2014,-2.7143,43482.2
WY,30-06-2014,-5.349,19357.9
XRX,30-06-2014,6.5916,14521.5
AAPL,31-07-2014,7.7509,572440.1
ABBV,31-07-2014,5.6171,83338.3
ABT,31-07-2014,0.2849,63261.7
ACN,31-07-2014,2.2452,53177.6
AGN,31-07-2014,5.9367,56795.1
AIG,31-07-2014,7.8492,75196.8
ALL,31-07-2014,5.6798,25332.2
AMGN,31-07-2014,9.9404,96689
AMZN,31-07-2014,8.3229,144612.7
AXP,31-07-2014,1.7614,92097.9
BA,31-07-2014,5.8949,86819.5
BAC,31-07-2014,5.5082,160366.9
BIIB,31-07-2014,2.5868,78964.4
BK,31-07-2014,0.3586,44177.5
BLK,31-07-2014,9.1031,51485
BMY,31-07-2014,0.0593,83923.1
BRK/B,31-07-2014,9.4236,309360.1
C,31-07-2014,5.6021,148735.3
CAT,31-07-2014,8.2581,62891.6
CELG,31-07-2014,9.0304,69677.3
CHTR,31-07-2014,1.5208,16787.8
CL,31-07-2014,2.0978,57903.8
CMCSA,31-07-2014,1.8425,138946
COF,31-07-2014,3.5648,44685.6
COP,31-07-2014,-1.5515,101285.7
COST,31-07-2014,3.0117,51517.3
CSCO,31-07-2014,-0.9512,129245.5
CVS,31-07-2014,4.0466,89282.4
CVX,31-07-2014,1.0124,246027.7
DHR,31-07-2014,3.6952,51766.5
DIS,31-07-2014,4.6577,148730.8
DUK,31-07-2014,3.7284,51013
DWDP,31-07-2014,4.8561,60982.3
EMR,31-07-2014,1.2673,44666
EXC,31-07-2014,8.5889,26703.9
F,31-07-2014,2.2914,66011.4
FB,31-07-2014,2.9869,188893.8
FDX,31-07-2014,0.6808,41923
FOX,31-07-2014,8.7808,70500.8
FOXA,31-07-2014,11.8409,70500.8
GD,31-07-2014,5.5494,39038.1
GE,31-07-2014,3.3002,252352.7
GILD,31-07-2014,17.4877,140591.7
GM,31-07-2014,2.8977,54270.3
GOOG,31-07-2014,0,389096.3
GOOGL,31-07-2014,0.4849,389096.3
GS,31-07-2014,3.9301,79835.5
HAL,31-07-2014,-1.7829,58677.9
HD,31-07-2014,15.6463,110571.9
HON,31-07-2014,4.1952,71861
IBM,31-07-2014,0.9221,191208.5
INTC,31-07-2014,3.7456,167789.4
JNJ,31-07-2014,4.3404,283164.6
JPM,31-07-2014,3.0865,216914.2
KHC,31-07-2014,NA,NA
KMI,31-07-2014,11.8955,36995.5
KO,31-07-2014,6.1848,172322.9
LLY,31-07-2014,4.9362,68222.8
LMT,31-07-2014,5.0064,52994.3
LOW,31-07-2014,9.7388,47721.6
MA,31-07-2014,2.2387,85863.6
MCD,31-07-2014,-0.0355,93464.7
MDLZ,31-07-2014,0.4723,60926.4
MDT,31-07-2014,3.4176,61504.9
MET,31-07-2014,4.778,59205.4
MMM,31-07-2014,2.8117,91292.4
MO,31-07-2014,6.1084,80528
MON,31-07-2014,2.2637,59326.3
MRK,31-07-2014,5.9394,165815.6
MS,31-07-2014,6.0915,63751.7
MSFT,31-07-2014,5.9097,355631.9
NEE,31-07-2014,5.6414,40969.6
NKE,31-07-2014,2.1511,66971.8
ORCL,31-07-2014,2.8225,179933
OXY,31-07-2014,6.1611,76762.4
PCLN,31-07-2014,0.1497,65144.6
PEP,31-07-2014,4.983,132748.1
PFE,31-07-2014,2.4042,182808.2
PG,31-07-2014,7.4884,209224.8
PM,31-07-2014,4.3531,128110.4
PYPL,31-07-2014,NA,NA
QCOM,31-07-2014,3.7982,123556.5
RTN,31-07-2014,6.1364,28204
SBUX,31-07-2014,0.5065,58353.2
SLB,31-07-2014,1.5223,140520.7
SO,31-07-2014,2.5641,38592.2
SPG,31-07-2014,1.8739,52249.7
T,31-07-2014,-1.7702,184747.7
TGT,31-07-2014,1.7008,37762.4
TWX,31-07-2014,-6.8318,73231.8
TXN,31-07-2014,4.173,49374.4
UNH,31-07-2014,6.9463,79417.7
UNP,31-07-2014,7.5881,88226.1
UPS,31-07-2014,0.9463,88876
USB,31-07-2014,0.5948,76032.3
UTX,31-07-2014,3.2654,96192.3
V,31-07-2014,0.9061,131488.7
VZ,31-07-2014,-1.19,209002.6
WBA,31-07-2014,-11.5186,65782.7
WFC,31-07-2014,1.7675,267219.9
WMT,31-07-2014,3.2732,237192.8
XOM,31-07-2014,1.2281,424885.4
0848680D,31-07-2014,NA,NA
AA,31-07-2014,1.5272,19279.9
AEP,31-07-2014,4.3371,25406
AVP,31-07-2014,6.8264,5737
BAX,31-07-2014,0.3883,40457.6
BHI,31-07-2014,0.538,29917.9
CPB,31-07-2014,7.7663,13055.7
DD,31-07-2014,3.541,58859.2
DELL,31-07-2014,NA,NA
DOW,31-07-2014,4.8561,60982.3
DVN,31-07-2014,-0.106,30796.4
EMC,31-07-2014,0.785,59449.7
ETR,31-07-2014,7.5238,13064.4
FCX,31-07-2014,-2.2837,38660.9
HNZ,31-07-2014,NA,NA
HPQ,31-07-2014,6.7116,66638.8
HSH,31-07-2014,0.3027,7698.6
NOV,31-07-2014,6.651,34770
NSC,31-07-2014,5.2528,31465.3
NYX,31-07-2014,NA,NA
RF,31-07-2014,0.0986,13972.9
WMB,31-07-2014,4.962,42320.3
WY,31-07-2014,9.318,18322.4
XRX,31-07-2014,4.1478,15478.7
AAPL,31-08-2014,-1.7073,613756.4
ABBV,31-08-2014,4.4863,88033.8
ABT,31-08-2014,-1.5388,63516.2
ACN,31-08-2014,0.3208,54371.5
AGN,31-08-2014,6.3001,59981.9
AIG,31-08-2014,-3.4203,79991.1
ALL,31-08-2014,-0.1952,26649.8
AMGN,31-08-2014,0.7749,105874.1
AMZN,31-08-2014,-4.8962,156648.7
AXP,31-08-2014,-2.2446,93720.1
BA,31-08-2014,0.4574,91373.7
BAC,31-08-2014,6.2955,169200.2
BIIB,31-08-2014,-3.5652,81007.1
BK,31-08-2014,-1.1485,44335.9
BLK,31-08-2014,-0.6686,55570.2
BMY,31-08-2014,1.0464,83972.9
BRK/B,31-08-2014,0.6485,338125.7
C,31-08-2014,0.3291,156591.1
CAT,31-08-2014,-9.2051,68479.2
CELG,31-08-2014,-0.2526,75969.4
CHTR,31-08-2014,-3.5061,17043.1
CL,31-08-2014,0.757,59118.5
CMCSA,31-08-2014,-1.3095,141568.9
COF,31-08-2014,-0.5362,46061.8
COP,31-08-2014,-5.7868,99865.5
COST,31-08-2014,3.5018,53068.8
CSCO,31-08-2014,1.4806,128016
CVS,31-08-2014,0.1762,92013.1
CVX,31-08-2014,-7.8254,245816.7
DHR,31-08-2014,-0.6948,53679.4
DIS,31-08-2014,-0.9457,154283
DUK,31-08-2014,1.0542,52331
DWDP,31-08-2014,-1.3965,63943.7
EMR,31-08-2014,-2.2493,44680.5
EXC,31-08-2014,2.0048,28714.4
F,31-08-2014,-15.0488,67524
FB,31-08-2014,5.6402,194535.9
FDX,31-08-2014,9.3196,41991.7
FOX,31-08-2014,-2.9347,76789.2
FOXA,31-08-2014,-2.853,76789.2
GD,31-08-2014,3.1156,41204.4
GE,31-08-2014,-0.5579,260680.8
GILD,31-08-2014,-1.032,162595.3
GM,31-08-2014,-7.39,55842.9
GOOG,31-08-2014,1.0077,389969.5
GOOGL,31-08-2014,1.0389,389969.5
GS,31-08-2014,2.4901,81535.8
HAL,31-08-2014,-4.5851,57504.2
HD,31-08-2014,-1.3764,125843.7
HON,31-08-2014,-2.2157,74521.6
IBM,31-08-2014,-1.2845,191837
INTC,31-08-2014,-0.2864,172888.9
JNJ,31-08-2014,2.7572,292548.4
JPM,31-08-2014,1.3288,223608.2
KHC,31-08-2014,NA,NA
KMI,31-08-2014,-4.769,41396.3
KO,31-08-2014,2.9966,182980.7
LLY,31-08-2014,2.0296,71016.1
LMT,31-08-2014,5.046,55225.5
LOW,31-08-2014,0.7808,52369.1
MA,31-08-2014,-2.4931,87785.8
MCD,31-08-2014,1.163,92026.4
MDLZ,31-08-2014,-4.9069,61012.3
MDT,31-08-2014,-2.9757,62542.1
MET,31-08-2014,-1.8634,61567.5
MMM,31-08-2014,-1.6111,93307.6
MO,31-08-2014,7.9227,85447
MON,31-08-2014,-2.7151,60669.3
MRK,31-08-2014,-0.6588,173395.2
MS,31-08-2014,0.7578,67362.7
MSFT,31-08-2014,2.0471,374336.3
NEE,31-08-2014,-4.642,42959.4
NKE,31-08-2014,13.5582,68204.8
ORCL,31-08-2014,-7.8257,185011.5
OXY,31-08-2014,-6.6302,80870.8
PCLN,31-08-2014,-6.8898,65261.2
PEP,31-08-2014,1.3595,139362.9
PFE,31-08-2014,0.6125,186358
PG,31-08-2014,0.758,225033
PM,31-08-2014,-1.3825,133687.2
PYPL,31-08-2014,NA,NA
QCOM,31-08-2014,-1.7477,127545.4
RTN,31-08-2014,6.1131,29934.7
SBUX,31-08-2014,-3.0202,58450.9
SLB,31-08-2014,-7.251,142141.3
SO,31-08-2014,-1.6892,39768.9
SPG,31-08-2014,-3.2994,52839.4
T,31-08-2014,0.8009,181302.6
TGT,31-08-2014,4.3449,38067.3
TWX,31-08-2014,-2.3627,65848
TXN,31-08-2014,-1.017,51434.8
UNH,31-08-2014,-0.0684,84220.4
UNP,31-08-2014,2.9923,94472.2
UPS,31-08-2014,0.9863,88911.2
USB,31-08-2014,-0.4854,76185.5
UTX,31-08-2014,-2.2041,98781.2
V,31-08-2014,0.4,132429.7
VZ,31-08-2014,0.3412,206515.5
WBA,31-08-2014,-2.0654,57891
WFC,31-08-2014,0.8359,268537.7
WMT,31-08-2014,1.2848,243382.2
XOM,31-08-2014,-5.4394,424166.3
0848680D,31-08-2014,NA,NA
AA,31-08-2014,-3.1306,19538.7
AEP,31-08-2014,-2.7747,26241.6
AVP,31-08-2014,-10.2564,6102.1
BAX,31-08-2014,-3.6083,40614.7
BHI,31-08-2014,-5.9011,30078.9
CPB,31-08-2014,-4.6631,14069.6
DD,31-08-2014,8.5464,60506.6
DELL,31-08-2014,NA,NA
DOW,31-08-2014,-1.3965,63943.7
DVN,31-08-2014,-9.2926,30854.3
EMC,31-08-2014,-0.5191,59906.3
ETR,31-08-2014,-0.1033,13903.5
FCX,31-08-2014,-10.2282,37790.1
HNZ,31-08-2014,NA,NA
HPQ,31-08-2014,-6.2573,71111.4
HSH,31-08-2014,NA,NA
NOV,31-08-2014,-11.4549,37185.5
NSC,31-08-2014,4.2991,33118.1
NYX,31-08-2014,NA,NA
RF,31-08-2014,-0.5989,13991.8
WMB,31-08-2014,-5.9631,44420.2
WY,31-08-2014,-6.1561,17935.9
XRX,31-08-2014,-3.7466,15925
AAPL,30-09-2014,7.196,603277.6
ABBV,30-09-2014,10.7079,92026.6
ABT,30-09-2014,5.3639,62538.8
ACN,30-09-2014,1.0955,54248.6
AGN,30-09-2014,0.6051,63760.8
AIG,30-09-2014,-0.833,77080.3
ALL,30-09-2014,5.6705,26597.8
AMGN,30-09-2014,15.4635,106694.4
AMZN,30-09-2014,-5.2661,148978.9
AXP,30-09-2014,3.0644,91616.5
BA,30-09-2014,-1.9391,91791.7
BAC,30-09-2014,0.6452,179295.5
BIIB,30-09-2014,-2.9413,78119
BK,30-09-2014,0.432,43826.7
BLK,30-09-2014,3.8956,55198.7
BMY,30-09-2014,14.5068,84851.6
BRK/B,30-09-2014,1.4623,340055.1
C,30-09-2014,3.3193,157106.5
CAT,30-09-2014,3.1721,62175.7
CELG,30-09-2014,12.988,75777.6
CHTR,30-09-2014,4.6376,16445.6
CL,30-09-2014,3.1263,59159.9
CMCSA,30-09-2014,2.9193,139066.7
COF,30-09-2014,1.409,45814.8
COP,30-09-2014,-4.7474,94086.5
COST,30-09-2014,6.4236,54927.2
CSCO,30-09-2014,-2.7811,128873.5
CVS,30-09-2014,8.1726,92175.3
CVX,30-09-2014,0.528,226580.6
DHR,30-09-2014,5.8173,53238
DIS,30-09-2014,2.6396,152824
DUK,30-09-2014,9.8703,52882.7
DWDP,30-09-2014,-5.7971,62618.2
EMR,30-09-2014,2.365,43675.5
EXC,30-09-2014,7.3335,29290
F,30-09-2014,-3.8768,57362.4
FB,30-09-2014,-5.124,205508.1
FDX,30-09-2014,3.6854,45730.1
FOX,30-09-2014,-0.4203,74314.5
FOXA,30-09-2014,0.5541,74314.5
GD,30-09-2014,10.523,42488.2
GE,30-09-2014,0.7416,257068.6
GILD,30-09-2014,5.2137,160917.3
GM,30-09-2014,-1.6907,51253.5
GOOG,30-09-2014,-3.1661,393955.7
GOOGL,30-09-2014,-3.4908,393955.7
GS,30-09-2014,3.4973,83566.1
HAL,30-09-2014,-14.5249,54867.5
HD,30-09-2014,6.3004,123474.8
HON,30-09-2014,3.2216,72870.5
IBM,30-09-2014,-13.3962,189372.9
INTC,30-09-2014,-2.3262,172393.8
JNJ,30-09-2014,1.1164,300614.4
JPM,30-09-2014,1.0809,226579.6
KHC,30-09-2014,NA,NA
KMI,30-09-2014,2.0977,39422.1
KO,30-09-2014,-1.8284,187103.5
LLY,30-09-2014,2.2822,72457.4
LMT,30-09-2014,4.262,58012.2
LOW,30-09-2014,8.5524,52237.9
MA,30-09-2014,13.469,85597.2
MCD,30-09-2014,-1.1391,93096.7
MDLZ,30-09-2014,2.9038,57767
MDT,30-09-2014,10.5614,60681
MET,30-09-2014,0.968,60420.2
MMM,30-09-2014,8.5333,91804.3
MO,30-09-2014,5.2242,91119.6
MON,30-09-2014,2.7053,59022
MRK,30-09-2014,-2.2605,171001
MS,30-09-2014,1.3932,67873.2
MSFT,30-09-2014,1.2726,381999.4
NEE,30-09-2014,6.7533,40965.2
NKE,30-09-2014,4.2265,77452.1
ORCL,30-09-2014,2.3247,169630.3
OXY,30-09-2014,-7.5091,74961.3
PCLN,30-09-2014,4.1111,60764.9
PEP,30-09-2014,3.3086,140267
PFE,30-09-2014,1.2851,187499.3
PG,30-09-2014,5.0117,226738.8
PM,30-09-2014,6.7266,130281.7
PYPL,30-09-2014,NA,NA
QCOM,30-09-2014,5.002,125316.3
RTN,30-09-2014,2.224,31575.3
SBUX,30-09-2014,0.1325,56685.6
SLB,30-09-2014,-2.9796,131834.6
SO,30-09-2014,7.4089,39097.2
SPG,30-09-2014,8.9953,51096
T,30-09-2014,0.1587,182754.6
TGT,30-09-2014,-1.372,39721.3
TWX,30-09-2014,5.6641,64292.2
TXN,30-09-2014,4.8634,50911.7
UNH,30-09-2014,10.1565,83802.6
UNP,30-09-2014,7.4064,97299.1
UPS,30-09-2014,6.7352,89788.2
USB,30-09-2014,1.8408,75374.6
UTX,30-09-2014,1.3258,96603.9
V,30-09-2014,13.1509,132959.3
VZ,30-09-2014,1.6287,207220.1
WBA,30-09-2014,8.3516,56695.3
WFC,30-09-2014,2.352,270782.5
WMT,30-09-2014,-0.2615,246425.6
XOM,30-09-2014,2.8283,401094.3
0848680D,30-09-2014,NA,NA
AA,30-09-2014,4.1641,18948.2
AEP,30-09-2014,11.7411,25513.5
AVP,30-09-2014,-17.4603,5476.2
BAX,30-09-2014,-2.2711,38875.9
BHI,30-09-2014,-18.3324,28303.9
CPB,30-09-2014,4.1265,13426.6
DD,30-09-2014,-3.6371,65677.8
DELL,30-09-2014,NA,NA
DOW,30-09-2014,-5.7971,62618.2
DVN,30-09-2014,-11.9977,27892.4
EMC,30-09-2014,-1.8113,59358.5
ETR,30-09-2014,8.6512,13889.1
FCX,30-09-2014,-11.8209,33924.9
HNZ,30-09-2014,NA,NA
HPQ,30-09-2014,1.1559,66196.8
HSH,30-09-2014,NA,NA
NOV,30-09-2014,-4.5466,32741.2
NSC,30-09-2014,-0.8602,34541.9
NYX,30-09-2014,NA,NA
RF,30-09-2014,-1.0956,13840.2
WMB,30-09-2014,0.2891,41363.7
WY,30-09-2014,7.2092,16831.8
XRX,30-09-2014,0.3779,15256.2
AAPL,31-10-2014,10.5965,633402.7
ABBV,31-10-2014,9.0451,101120.5
ABT,31-10-2014,2.1106,65546.2
ACN,31-10-2014,6.4226,54030.6
AGN,31-10-2014,11.4814,64146.6
AIG,31-10-2014,2.2961,76438.2
ALL,31-10-2014,5.5241,27200.2
AMGN,31-10-2014,2.3112,123365.5
AMZN,31-10-2014,10.8623,141429.9
AXP,31-10-2014,2.746,93069.2
BA,31-10-2014,8.1976,89052.1
BAC,31-10-2014,-0.6993,180452.2
BIIB,31-10-2014,-4.1703,75824.8
BK,31-10-2014,3.3833,43815.4
BLK,31-10-2014,5.2681,57349
BMY,31-10-2014,1.4779,96524.2
BRK/B,31-10-2014,6.0859,345089.9
C,31-10-2014,0.822,162168.5
CAT,31-10-2014,-0.7987,61393.5
